Word,Length,Use_rate
clupeidae,9,330001
clusia,6,347571
clusia_flava,11,347572
clusia_insignis,14,347573
clusia_major,11,347574
clusia_rosea,11,347575
clusiaceae,10,293781
cluster,7,4644
cluster_bean,11,347576
cluster_bomb,11,347577
cluster_bomblet,14,347578
cluster_headache,15,347579
cluster_of_differentiation_4,25,347580
cluster_of_differentiation_8,25,347581
clustered_bellflower,19,347582
clustered_lady's_slipper,22,347583
clustered_poppy_mallow,20,347584
clustering,10,14764
clutch,6,11162
clutch_bag,9,347585
clutch_pedal,11,347586
clutches,8,30095
clutter,7,12255
clyde,5,14828
clyde_tombaugh,13,347587
clyde_william_tombaugh,20,347588
clydesdale,10,54289
clydesdale_terrier,17,347589
clypeus,7,347590
clyster,7,347591
clytemnestra,12,215399
clytocybe_alba,13,347592
cmb,3,42936
cmbr,4,268813
cmv,3,36397
cn_gas,5,347593
cn_tower,7,347594
cnemidophorus,13,305851
cnemidophorus_exsanguis,22,347595
cnemidophorus_sexlineatus,24,347596
cnemidophorus_tesselatus,23,347597
cnemidophorus_tigris,19,347598
cnemidophorus_velox,18,347599
cnicus,6,347600
cnicus_benedictus,16,347601
cnidaria,8,145110
cnidarian,9,347602
cnidoscolus,11,347603
cnidoscolus_urens,16,347604
cnidosporidia,13,347605
cnossos,7,347606
cnossus,7,347607
cnpz,4,347608
cns,3,17011
cnut,4,285784
co-beneficiary,14,347609
co-defendant,12,347610
co-discoverer,13,347611
co-ed,5,347612
co-occurrence,13,347613
co-op,5,347614
co-operative_republic_of_guyana,28,347615
co-optation,11,347616
co-option,9,347617
co-ordinate,11,347618
co-ordinator,12,347619
co-pilot,8,347620
co-respondent,13,347621
co-star,7,347622
co-worker,9,347623
co2,3,347624
coach,5,3126
coach-and-four,14,347625
coach_dog,8,347626
coach_horse,10,347627
coach_house,10,347628
coach_station,12,347629
coachbuilder,12,347630
coaching,8,5878
coaching_job,11,347631
coachman,8,65375
coachwhip,9,347632
coachwhip_snake,14,347633
coaction,8,347634
coadjutor,9,169762
coagulant,9,127050
coagulase,9,137777
coagulation,11,30394
coagulation_factor,17,347635
coagulator,10,347636
coagulum,8,347637
coahuila,8,97316
coal,4,5528
coal-tar_creosote,16,347638
coal_black,9,347639
coal_car,7,347640
coal_chute,9,347641
coal_gas,7,347642
coal_house,9,347643
coal_industry,12,347644
coal_mine,8,347645
coal_miner,9,347646
coal_miner's_lung,15,347647
coal_oil,7,347648
coal_scuttle,11,347649
coal_seam,8,347650
coal_shovel,10,347651
coal_tar,7,347652
coal_tongs,9,347653
coalbin,7,347654
coalescence,11,83290
coalescency,11,347655
coalface,8,294007
coalfield,9,100301
coalhole,8,347656
coaling_station,14,347657
coalition,9,5314
coalman,7,347658
coalpit,7,347659
coaming,7,280175
coarctation,11,131304
coarseness,10,143501
coast,5,1726
coast_banksia,12,347660
coast_boykinia,13,347661
coast_lily,9,347662
coast_live_oak,12,347663
coast_mountains,14,347664
coast_polypody,13,347665
coast_range,10,347666
coast_redwood,12,347667
coast_rhododendron,17,347668
coast_white_cedar,15,347669
coastal_diving_bird,17,347670
coastal_plain,12,347671
coastal_rein_orchid,17,347672
coaster,7,15344
coaster_brake,12,347673
coaster_wagon,12,347674
coastguard,10,58347
coastguardsman,14,347675
coastland,9,243039
coastline,9,19763
coat,4,5341
coat-of-mail_shell,17,347676
coat_button,10,347677
coat_closet,10,347678
coat_hanger,10,347679
coat_of_arms,10,347680
coat_of_mail,10,347681
coat_of_paint,11,347682
coat_rack,8,347683
coat_stand,9,347684
coat_tree,8,347685
coatdress,9,347686
coatee,6,347687
coati,5,254609
coati-mondi,11,347688
coati-mundi,11,347689
coating,7,8809
coatrack,8,347690
coatroom,8,347691
coats_land,9,347692
coattail,8,347693
coattails_effect,15,347694
coauthor,8,25678
coax,4,24461
coax_cable,9,347695
coaxer,6,347696
coaxial_cable,12,347697
coaxing,7,86249
cob,3,25821
cobalamin,9,106353
cobalt,6,14885
cobalt_60,8,347698
cobalt_bloom,11,347699
cobalt_blue,10,347700
cobalt_ultramarine,17,347701
cobaltite,9,347702
cobber,6,282689
cobble,6,40087
cobbler,7,45524
cobbler's_last,13,347703
cobblers,8,69486
cobblestone,11,49844
cobbling,8,241911
cobia,5,119104
cobitidae,9,347704
cobnut,6,347705
cobol,5,24986
cobra,5,10910
cobweb,6,81318
coca,4,11867
coca_cola,8,347706
coca_plant,9,347707
cocain,6,329631
cocaine,7,11030
cocaine_addict,13,347708
cocaine_addiction,16,347709
cocarboxylase,13,347710
cocci,5,147293
coccid_insect,12,347711
coccidae,8,347712
coccidia,8,206395
coccidioidomycosis,18,163359
coccidiomycosis,15,347713
coccidiosis,11,143349
coccidium,9,347714
coccinellidae,13,276723
coccobacillus,13,347715
coccoidea,9,347716
coccothraustes,14,347717
coccothraustes_coccothraustes,28,347718
cocculus,8,347719
cocculus_carolinus,17,347720
coccus,6,311898
coccus_hesperidum,16,347721
coccygeal_nerve,14,347722
coccygeal_plexus,15,347723
coccygeal_vertebra,17,347724
coccyx,6,137788
coccyzus,8,290859
coccyzus_erythropthalmus,23,347725
cochimi,7,347726
cochin,6,28541
cochin_china,11,347727
cochineal,9,195041
cochineal_insect,15,347728
cochise,7,54009
cochlea,7,81310
cochlearia,10,347729
cochlearia_officinalis,21,347730
cochlearius,11,347731
cochlearius_cochlearius,22,347732
cochon_de_lait,12,347733
cochran,7,21511
cock,4,2152
cock's_eggs,10,347734
cock-a-doodle-doo,17,347735
cock-a-leekie,13,347736
cock-and-bull_story,18,347737
cock_of_the_rock,13,347738
cock_sucking,11,347739
cockade,7,232991
cockaigne,9,229572
cockateel,9,347740
cockatiel,9,73665
cockatoo,8,60222
cockatoo_parrot,14,347741
cockatrice,10,240507
cockchafer,10,347742
cockcroft,9,141500
cockcroft-walton_accelerator,27,347743
cockcroft-walton_voltage_multiplier,33,347744
cockcroft_and_walton_accelerator,29,347745
cockcroft_and_walton_voltage_multiplier,35,347746
cockcrow,8,347747
cocked_hat,9,347748
cocker,6,27618
cocker_spaniel,13,347749
cockerel,8,119182
cockfight,9,234511
cockfighting,12,140295
cockhorse,9,347750
cockiness,9,235418
cockle,6,87911
cockle-bur,10,347751
cockle-burr,11,347752
cocklebur,9,141040
cockleburr,10,347753
cockleshell,11,347754
cockloft,8,347755
cockney,7,61338
cockpit,7,18938
cockroach,9,50765
cockscomb,9,297444
cocksfoot,9,347756
cockspur,8,250433
cockspur_hawthorn,16,347757
cockspur_thorn,13,347758
cocksucker,10,44952
cocksureness,12,347759
cocktail,8,9993
cocktail_dress,13,347760
cocktail_lounge,14,347761
cocktail_party,13,347762
cocktail_sauce,13,347763
cocktail_shaker,14,347764
cocktail_table,13,347765
cockup,6,347766
cocky-leeky,11,347767
coco,4,17437
coco_de_macao,11,347768
coco_palm,8,347769
coco_plum,8,347770
coco_plum_tree,12,347771
cocoa,5,12444
cocoa_bean,9,347772
cocoa_butter,11,347773
cocoa_palm,9,347774
cocoa_plum,9,347775
cocoa_powder,11,347776
cocoanut,8,148686
cocobolo,8,159689
coconspirator,13,347777
coconut,7,11622
coconut_cake,11,347778
coconut_cream,12,347779
coconut_macaroon,15,347780
coconut_meat,11,347781
coconut_milk,11,347782
coconut_oil,10,347783
coconut_palm,11,347784
coconut_tree,11,347785
coconut_water,12,347786
cocoon,6,24497
cocooning,9,289127
cocopa,6,347787
cocopah,7,347788
cocos,5,15912
cocos_nucifera,13,347789
cocoswood,9,347790
cocotte,7,185156
cocoyam,7,347791
cocozelle,9,347792
cocteau,7,54040
cocus,5,347793
cocuswood,9,347794
cocytus,7,303776
cod,3,5985
cod-liver_oil,12,347795
cod_liver_oil,11,347796
cod_oil,6,347797
coda,4,29854
codariocalyx,12,347798
codariocalyx_motorius,20,347799
coddled_egg,10,347800
coddler,7,347801
code,4,267
code_flag,8,347802
code_of_behavior,14,347803
code_of_conduct,13,347804
codefendant,11,203940
codeine,7,21167
coder,5,24220
codetalker,10,347805
codex,5,23376
codfish,7,125931
codfish_ball,11,347806
codfish_cake,11,347807
codger,6,172483
codiaeum,8,347808
codiaeum_variegatum,18,347809
codicil,7,119373
codification,12,52271
coding,6,5719
coding_dna,9,347810
coding_system,12,347811
codlin_moth,10,347812
codling,7,120915
codling_moth,11,347813
codlins-and-cream,17,347814
codon,5,30792
codpiece,8,203224
codswallop,10,271707
cody,4,15125
coeducation,11,287768
coefficient,11,10838
coefficient_of_absorption,23,347815
coefficient_of_concordance,24,347816
coefficient_of_correlation,24,347817
coefficient_of_drag,17,347818
coefficient_of_elasticity,23,347819
coefficient_of_expansion,22,347820
coefficient_of_friction,21,347821
coefficient_of_mutual_induction,28,347822
coefficient_of_reflection,23,347823
coefficient_of_self_induction,26,347824
coefficient_of_viscosity,22,347825
coelacanth,10,150497
coelenterata,12,347826
coelenterate,12,236223
coelenterate_family,18,347827
coelenterate_genus,17,347828
coelenteron,11,347829
coeliac_plexus,13,347830
coeloglossum,12,347831
coeloglossum_bracteatum,22,347832
coeloglossum_viride,18,347833
coelogyne,9,274437
coelom,6,331507
coelophysis,11,347834
coelostat,9,347835
coenobite,9,347836
coenzyme,8,33669
coenzyme_a,9,347837
coenzyme_q,9,347838
coercion,8,28094
coereba,7,347839
coerebidae,10,347840
coeur_d'alene,12,347841
coeur_d'alene_lake,16,347842
coeval,6,199531
coevals,7,347843
coexistence,11,36231
coextension,11,347844
cofactor,8,55605
coffea,6,182126
coffea_arabica,13,347845
coffea_canephora,15,347846
coffea_liberica,14,347847
coffea_robusta,13,347848
coffee,6,1942
coffee-table_book,16,347849
coffee_bar,9,347850
coffee_bean,10,347851
coffee_berry,11,347852
coffee_blight,12,347853
coffee_break,11,347854
coffee_cake,10,347855
coffee_can,9,347856
coffee_cappuccino,16,347857
coffee_cream,11,347858
coffee_cup,9,347859
coffee_fern,10,347860
coffee_filter,12,347861
coffee_fungus,12,347862
coffee_grinder,13,347863
coffee_grounds,13,347864
coffee_liqueur,13,347865
coffee_maker,11,347866
coffee_mill,10,347867
coffee_mug,9,347868
coffee_ring,10,347869
coffee_roll,10,347870
coffee_rose,10,347871
coffee_royal,11,347872
coffee_senna,11,347873
coffee_shop,10,347874
coffee_stall,11,347875
coffee_substitute,16,347876
coffee_table,11,347877
coffee_tree,10,347878
coffee_urn,9,347879
coffeeberry,11,347880
coffeecake,10,240749
coffeehouse,11,29163
coffeepot,9,167740
coffer,6,104542
cofferdam,9,269925
coffey_still,11,347881
coffin,6,19591
coffin_nail,10,347882
cofounder,9,82276
cog,3,25369
cog_railway,10,347883
cogency,7,213211
cogent_evidence,14,347884
cogitation,10,203729
cognac,6,32156
cognate,7,53565
cognate_word,11,347885
cognation,9,347886
cognisance,10,153893
cognition,9,17428
cognitive_content,16,347887
cognitive_factor,15,347888
cognitive_neuroscience,21,347889
cognitive_neuroscientist,23,347890
cognitive_operation,18,347891
cognitive_process,16,347892
cognitive_psychology,19,347893
cognitive_science,16,347894
cognitive_scientist,18,347895
cognitive_semantics,18,347896
cognitive_state,14,347897
cognizance,10,78546
cognomen,8,307636
cognoscente,11,347898
cognovit_judgement,17,347899
cognovit_judgment,16,347900
cogwheel,8,314890
cohabitation,12,55601
cohan,5,96616
coherence,9,19840
coherency,9,83008
cohesion,8,22499
cohesiveness,12,80381
cohn,4,29555
coho,4,38588
coho_salmon,10,347901
cohoe,5,347902
cohort,6,13761
cohosh,6,56866
cohune,6,347903
cohune-nut_oil,13,347904
cohune_fat,9,347905
cohune_nut,9,347906
cohune_oil,9,347907
cohune_palm,10,347908
coif,4,114999
coiffeur,8,347909
coiffeuse,9,347910
coiffure,8,135482
coign,5,347911
coigne,6,347912
coigue,6,347913
coil,4,10074
coil_spring,10,347914
coin,4,6131
coin_bank,8,347915
coin_blank,9,347916
coin_box,7,347917
coin_collecting,14,347918
coin_collection,14,347919
coin_collector,13,347920
coin_machine,11,347921
coin_silver,10,347922
coin_slot,8,347923
coinage,7,48342
coincidence,11,18317
coiner,6,210814
coinsurance,11,51416
coir,4,71003
coition,7,312986
coitus,6,94399
coitus_interruptus,17,347924
coke,4,12559
col,3,7706
cola,4,10737
cola_acuminata,13,347925
cola_extract,11,347926
cola_nut,7,347927
colander,8,73784
colaptes,8,317132
colaptes_auratus,15,347928
colaptes_caper_collaris,21,347929
colaptes_chrysoides,18,347930
colbert,7,29338
colbert_butter,13,347931
colchicaceae,12,347932
colchicine,10,63322
colchicum,9,269022
colchicum_autumnale,18,347933
colchis,7,287567
cold,4,1986
cold-water_flat,14,347934
cold_cash,8,347935
cold_cathode,11,347936
cold_cereal,10,347937
cold_chisel,10,347938
cold_comfort,11,347939
cold_cream,9,347940
cold_cuts,8,347941
cold_duck,8,347942
cold_feet,8,347943
cold_fish,8,347944
cold_frame,9,347945
cold_front,9,347946
cold_fusion,10,347947
cold_gangrene,12,347948
cold_medicine,12,347949
cold_medium,10,347950
cold_rubber,10,347951
cold_shoulder,12,347952
cold_snap,8,347953
cold_sore,8,347954
cold_spell,9,347955
cold_storage,11,347956
cold_stuffed_tomato,17,347957
cold_sweat,9,347958
cold_turkey,10,347959
cold_war,7,347960
cold_water,9,347961
cold_wave,8,347962
cold_weather,11,347963
coldcream,9,347964
coldheartedness,15,347965
coldness,8,66641
cole,4,6083
cole_albert_porter,16,347966
cole_porter,10,347967
coleman_hawkins,14,347968
coleonyx,8,347969
coleoptera,10,46710
coleridge,9,42544
coleslaw,8,78014
colette,7,39690
coleus,6,90777
coleus_amboinicus,16,347970
coleus_aromaticus,16,347971
coleus_blumei,12,347972
colewort,8,347973
colic,5,40649
colic_artery,11,347974
colic_root,9,347975
colic_vein,9,347976
colicroot,9,347977
colima,6,83950
colin_luther_powell,17,347978
colin_powell,11,347979
colinus,7,347980
colinus_virginianus,18,347981
coliphage,9,308525
coliseum,8,21684
colitis,7,28805
collaboration,13,4057
collaborationism,16,347982
collaborationist,16,318411
collaborator,12,36684
collage,7,16442
collage_film,11,347983
collagen,8,17237
collagenase,11,82203
collapse,8,7052
collapsible_shelter,18,347984
collar,6,7597
collar_blight,12,347985
collar_cell,10,347986
collarbone,10,106983
collard,7,63074
collard_greens,13,347987
collards,8,104643
collared_lizard,14,347988
collared_peccary,15,347989
collared_pika,12,347990
collateral,10,11878
collateral_damage,16,347991
collateral_fraud,15,347992
collation,9,43927
colleague,9,9666
collect,7,4363
collect_call,11,347993
collectable,11,19664
collectible,11,9708
collecting,10,6583
collection,10,744
collection_plate,15,347994
collective,10,5313
collective_agreement,19,347995
collective_bargaining,20,347996
collective_farm,14,347997
collective_noun,14,347998
collective_security,18,347999
collectivisation,16,326655
collectivism,12,91546
collectivist,12,106794
collectivization,16,153414
collector,9,5326
collector's_item,15,348000
collector_of_internal_revenue,26,348001
colleen,7,18452
college,7,409
college_boy,10,348002
college_girl,11,348003
college_level,12,348004
college_man,10,348005
college_of_cardinals,18,348006
college_student,14,348007
collegian,9,65241
collegiate_dictionary,20,348008
collembola,10,143834
collembolan,11,348009
collet,6,52255
collet_chuck,11,348010
collider,8,41576
collie,6,23753
collier,7,19240
colliery,8,47111
colligation,11,348011
collimation,11,84797
collimator,10,75243
collins,7,5194
collinsia,9,348012
collinsia_bicolor,16,348013
collinsia_heterophylla,21,348014
collinsia_parviflora,19,348015
collinsia_verna,14,348016
collinsonia,11,348017
collinsonia_canadensis,21,348018
collis_potter_huntington,22,348019
collision,9,11052
collision_course,15,348020
collocalia,10,348021
collocalia_inexpectata,21,348022
collocation,11,46007
collodion,9,124407
colloid,7,51014
colloidal_gel,12,348023
colloidal_solution,17,348024
colloidal_suspension,19,348025
colloquialism,13,231404
colloquium,10,22065
colloquy,8,60684
collotype,9,294386
collotype_printing,17,348026
collusion,9,37063
collyrium,9,348027
collywobbles,12,348028
colo.,5,348029
colobus,7,142158
colobus_guereza,14,348030
colobus_monkey,13,348031
colocasia,9,219829
colocasia_esculenta,18,348032
cologne,7,9972
cologne_water,12,348033
colombia,8,5734
colombian,9,19020
colombian_monetary_unit,21,348034
colombian_peso,13,348035
colombo,7,22495
colon,5,9476
colon_cancer,11,348036
colonel,7,11388
colonel_blimp,12,348037
colonial,8,7506
colonialism,11,30330
colonialist,11,124121
colonic,7,38415
colonic_irrigation,17,348038
colonisation,12,65030
coloniser,9,348039
colonist,8,71292
colonization,12,27588
colonizer,9,184393
colonnade,9,61231
colonoscope,11,326534
colonoscopy,11,49856
colony,6,9598
colophon,8,35992
colophony,9,348040
color,5,696
color-blind_person,17,348041
color_bar,8,348042
color_barrier,12,348043
color_bearer,11,348044
color_blindness,14,348045
color_chart,10,348046
color_circle,11,348047
color_code,9,348048
color_constancy,14,348049
color_force,10,348050
color_guard,10,348051
color_line,9,348052
color_of_law,10,348053
color_property,13,348054
color_scheme,11,348055
color_sergeant,13,348056
color_spectrum,13,348057
color_television,15,348058
color_television_system,21,348059
color_television_tube,19,348060
color_tube,9,348061
color_tv,7,348062
color_tv_tube,11,348063
color_vision,11,348064
color_vision_deficiency,21,348065
color_wash,9,348066
color_wheel,10,348067
coloradan,9,348068
coloradillo,11,348069
colorado,8,1807
colorado_beetle,14,348070
colorado_blue_spruce,18,348071
colorado_desert,14,348072
colorado_fir,11,348073
colorado_four_o'clock,19,348074
colorado_plateau,15,348075
colorado_potato_beetle,20,348076
colorado_river,13,348077
colorado_river_hemp,17,348078
colorado_springs,15,348079
colorado_spruce,14,348080
coloration,10,49766
coloratura,10,181357
coloratura_soprano,17,348081
colorcast,9,348082
colored_audition,15,348083
colored_hearing,14,348084
colorimeter,11,139790
colorimetric_analysis,20,348085
colorimetry,11,152062
coloring,8,12550
coloring_book,12,348086
coloring_material,16,348087
colorist,8,96186
colorlessness,13,348088
colors,6,2836
colossae,8,348089
colosseum,9,30339
colossian,9,348090
colossians,10,24834
colossus,8,30433
colossus_of_rhodes,16,348091
colostomy,9,84373
colostrum,9,47175
colour,6,2742
colour_bar,9,348092
colour_blindness,15,348093
colour_constancy,15,348094
colour_line,10,348095
colour_of_law,11,348096
colour_scheme,12,348097
colour_supplement,16,348098
colour_television,16,348099
colour_television_system,22,348100
colour_television_tube,20,348101
colour_tube,10,348102
colour_tv,8,348103
colour_tv_tube,12,348104
colour_vision_deficiency,22,348105
colour_wash,10,348106
colouration,11,145914
colourcast,10,348107
colouring,9,30040
colouring_material,17,348108
colourlessness,14,348109
colours,7,6858
colpitis,8,348110
colpocele,9,348111
colpocystitis,13,348112
colpocystocele,14,348113
colpoxerosis,12,348114
colt,4,15081
coltan,6,268145
colter,6,85069
coltsfoot,9,168200
coluber,7,348115
coluber_constrictor,18,348116
coluber_constrictor_flaviventris,30,348117
coluber_hippocrepis,18,348118
colubrid,8,348119
colubrid_snake,13,348120
colubridae,10,295453
colubrina,9,348121
colugo,6,348122
columba,7,57641
columba_fasciata,15,348123
columba_livia,12,348124
columba_palumbus,15,348125
columbarium,11,177550
columbary,9,348126
columbia,8,1774
columbia_river,13,348127
columbia_tiger_lily,17,348128
columbia_university,18,348129
columbian_mammoth,16,348130
columbidae,10,290176
columbiform_bird,15,348131
columbiformes,13,348132
columbine,9,31430
columbite,9,348133
columbite-tantalite,19,348134
columbium,9,348135
columbo,7,65660
columbus,8,4199
columbus_day,11,348136
columella,9,200466
column,6,2239
column_chromatography,20,348137
column_inch,10,348138
columnar_cell,12,348139
columnar_epithelial_cell,22,348140
columnea,8,348141
columniation,12,348142
columnist,9,13058
colutea,7,348143
colutea_arborescens,18,348144
colymbiformes,13,348145
colza,5,312972
colza_oil,8,348146
coma,4,19972
coma_berenices,13,348147
comanche,8,31942
comandra,8,348148
comandra_pallida,15,348149
comatoseness,12,348150
comatula,8,348151
comatulid,9,348152
comatulidae,11,348153
comb,4,16013
comb-footed_spider,17,348154
comb-out,8,348155
comb-plate,10,348156
comb_jelly,9,348157
combat,6,4575
combat_area,10,348158
combat_boot,10,348159
combat_casualty,14,348160
combat_ceiling,13,348161
combat_fatigue,13,348162
combat_injury,12,348163
combat_intelligence,18,348164
combat_mission,13,348165
combat_neurosis,14,348166
combat_pay,9,348167
combat_pilot,11,348168
combat_ship,10,348169
combat_zone,10,348170
combatant,9,41043
combativeness,13,330341
comber,6,98338
combination,11,2810
combination_in_restraint_of_trade,29,348171
combination_lock,15,348172
combination_plane,16,348173
combination_salad,16,348174
combine,7,5038
combined_dna_index_system,22,348175
combined_operation,17,348176
combing,7,56137
combining,9,8240
combining_form,13,348177
combining_weight,15,348178
combo,5,5925
combretaceae,12,348179
combretum,9,321146
combretum_appiculatum,20,348180
combretum_bracteosum,19,348181
combretum_erythrophyllum,23,348182
combretum_family,15,348183
combtooth_blenny,15,348184
combustibility,14,329445
combustible,11,31639
combustible_material,19,348185
combustibleness,15,348186
combustion,10,12032
come,4,504
come-on,7,348187
comeback,8,18370
comedian,8,21386
comedienne,10,115918
comedo,6,348188
comedown,8,168581
comedy,6,3313
comedy_ballet,12,348189
comeliness,10,218350
comenius,8,78771
comer,5,36165
comer_vann_woodward,17,348190
comestible,10,326733
comet,5,13545
comeupance,10,348191
comeuppance,11,117682
comfit,6,348192
comfort,7,2835
comfort_food,11,348193
comfort_station,14,348194
comfort_woman,12,348195
comfort_zone,11,348196
comfortableness,15,348197
comforter,9,17181
comforts,8,21214
comfrey,7,75336
comic,5,4214
comic_book,9,348198
comic_opera,10,348199
comic_strip,10,348200
comicality,10,348201
coming,6,1148
coming_attraction,16,348202
coming_back,10,348203
coming_into_court,15,348204
coming_together,14,348205
coming_upon,10,348206
comint,6,140036
comity,6,101301
comity_of_nations,15,348207
comma,5,14656
comma_bacillus,13,348208
comma_butterfly,14,348209
command,7,1362
command_guidance,15,348210
command_key,10,348211
command_language,15,348212
command_line,11,348213
command_line_interface,20,348214
command_module,13,348215
command_overhead,15,348216
command_post,11,348217
command_processing_overhead,25,348218
command_processing_overhead_time,29,348219
command_prompt,13,348220
command_sergeant_major,20,348221
commandant,10,42065
commander,9,6145
commander-in-chief,18,348222
commander_in_chief,16,348223
commandership,13,348224
commandery,10,201638
commanding_officer,17,348225
commandment,11,28211
commando,8,22021
commedia_dell'arte,17,348226
commelina,9,312162
commelinaceae,13,304240
commelinales,12,348227
commelinidae,12,348228
commemoration,13,33409
commemorative,13,21373
commencement,12,11293
commencement_ceremony,20,348229
commencement_day,15,348230
commencement_exercise,20,348231
commendation,12,42957
commensal,9,152405
commensalism,12,348232
commensurateness,16,348233
comment,7,525
commentary,10,4376
commentator,11,24568
commerce,8,1924
commerce_department,18,348234
commerce_secretary,17,348235
commercial,10,885
commercial_activity,18,348236
commercial_agency,16,348237
commercial_art,13,348238
commercial_artist,16,348239
commercial_bank,14,348240
commercial_bribery,17,348241
commercial_credit,16,348242
commercial_credit_company,23,348243
commercial_document,18,348244
commercial_enterprise,20,348245
commercial_finance_company,24,348246
commercial_instrument,20,348247
commercial_law,13,348248
commercial_letter_of_credit,24,348249
commercial_loan,14,348250
commercial_message,17,348251
commercial_paper,15,348252
commercial_traveler,18,348253
commercial_traveller,19,348254
commercial_treaty,16,348255
commercialisation,17,38095
commercialism,13,70326
commercialization,17,24416
commie,6,61895
commination,11,348256
comminuted_fracture,18,348257
commiphora,10,213811
commiphora_meccanensis,21,348258
commiphora_myrrha,16,348259
commiseration,13,217609
commissaire_maigret,18,348260
commissar,9,88436
commissariat,12,115416
commissary,10,52951
commission,10,1028
commission_on_human_rights,23,348261
commission_on_narcotic_drugs,25,348262
commission_on_the_status_of_women,28,348263
commission_plan,14,348264
commissionaire,14,348265
commissioned_military_officer,27,348266
commissioned_naval_officer,24,348267
commissioned_officer,19,348268
commissioner,12,4177
commissioning,13,18297
commissure,10,205533
commitment,10,3318
committal,9,73937
committal_service,16,348269
committal_to_memory,17,348270
committal_to_writing,18,348271
committedness,13,348272
committee,9,643
committee_for_state_security,25,348273
committee_meeting,16,348274
committee_member,15,348275
committeeman,12,123550
committeewoman,14,348276
commixture,10,348277
commode,7,64254
commodiousness,14,348278
commodities_exchange,19,348279
commodities_market,17,348280
commodity,9,8270
commodity_brokerage,18,348281
commodity_exchange,17,348282
commodore,9,15819
commodore_john_barry_bridge,24,348283
commodore_perry,14,348284
commodore_vanderbilt,19,348285
common,6,736
common-law_marriage,18,348286
common_ageratum,14,348287
common_alder,11,348288
common_allamanda,15,348289
common_american_shad,18,348290
common_amsinckia,15,348291
common_apricot,13,348292
common_arrowhead,15,348293
common_ax,8,348294
common_axe,9,348295
common_bamboo,12,348296
common_barberry,14,348297
common_barley,12,348298
common_basil,11,348299
common_bean,10,348300
common_bean_plant,15,348301
common_bearberry,15,348302
common_beech,11,348303
common_beet,10,348304
common_bile_duct,14,348305
common_birch,11,348306
common_bird_cherry,16,348307
common_blackfish,15,348308
common_bog_rosemary,17,348309
common_booklouse,15,348310
common_box,9,348311
common_brant_goose,16,348312
common_broom,11,348313
common_burdock,13,348314
common_buttercup,15,348315
common_calamint,14,348316
common_camas,11,348317
common_canary,12,348318
common_caper,11,348319
common_cardinal_vein,18,348320
common_carline_thistle,20,348321
common_carotid,13,348322
common_carotid_artery,19,348323
common_carrier,13,348324
common_chickweed,15,348325
common_chord,11,348326
common_cockscomb,15,348327
common_cold,10,348328
common_comfrey,13,348329
common_coral_tree,15,348330
common_corn_salad,15,348331
common_cotton_grass,17,348332
common_daisy,11,348333
common_dandelion,15,348334
common_denominator,17,348335
common_devil's_claw,17,348336
common_divisor,13,348337
common_dogbane,13,348338
common_dolphin,13,348339
common_duckweed,14,348340
common_eel,9,348341
common_eland,11,348342
common_elder,11,348343
common_era,9,348344
common_european_ash,17,348345
common_european_dogwood,21,348346
common_european_earwig,20,348347
common_european_jay,17,348348
common_evening_primrose,21,348349
common_facial_vein,16,348350
common_factor,12,348351
common_fate,10,348352
common_fault,11,348353
common_fennel,12,348354
common_fig,9,348355
common_fig_tree,13,348356
common_flat_pea,13,348357
common_four-o'clock,18,348358
common_foxglove,14,348359
common_fraction,14,348360
common_front,11,348361
common_garden_cress,17,348362
common_garter_snake,17,348363
common_ginger,12,348364
common_good,10,348365
common_grape_hyacinth,19,348366
common_grape_vine,15,348367
common_ground,12,348368
common_gum_cistus,15,348369
common_heath,11,348370
common_hop,9,348371
common_hops,10,348372
common_horehound,15,348373
common_horsetail,15,348374
common_hyacinth,14,348375
common_iguana,12,348376
common_iliac_artery,17,348377
common_iliac_vein,15,348378
common_ivy,9,348379
common_jasmine,13,348380
common_juniper,13,348381
common_kingsnake,15,348382
common_knowledge,15,348383
common_laburnum,14,348384
common_lady's-slipper,20,348385
common_land,10,348386
common_law,9,348387
common_lettuce,13,348388
common_lilac,11,348389
common_limpet,12,348390
common_logarithm,15,348391
common_louse,11,348392
common_lynx,10,348393
common_mackerel,14,348394
common_madia,11,348395
common_maidenhair,16,348396
common_mallow,12,348397
common_man,9,348398
common_marigold,14,348399
common_market,12,348400
common_matrimony_vine,19,348401
common_measure,13,348402
common_meter,11,348403
common_milkwort,14,348404
common_mood,10,348405
common_moonseed,14,348406
common_moonwort,14,348407
common_morel,11,348408
common_morning_glory,18,348409
common_mosquito,14,348410
common_mugwort,13,348411
common_mullein,13,348412
common_multiple,14,348413
common_murre,11,348414
common_myrtle,12,348415
common_nardoo,12,348416
common_newt,10,348417
common_nightshade,16,348418
common_noun,10,348419
common_nuisance,14,348420
common_nutcracker,16,348421
common_oak,9,348422
common_opossum,13,348423
common_osier,11,348424
common_pea,9,348425
common_people,12,348426
common_pepper,12,348427
common_person,12,348428
common_pitcher_plant,18,348429
common_plantain,14,348430
common_plum,10,348431
common_polypody,14,348432
common_pond-skater,17,348433
common_privet,12,348434
common_purslane,14,348435
common_raccoon,13,348436
common_racoon,12,348437
common_ragweed,13,348438
common_reed,10,348439
common_room,10,348440
common_rorqual,13,348441
common_rose_mallow,16,348442
