Word,Length,Use_rate
coffee_royal,11,347809
coffee_senna,11,347810
coffee_shop,10,347811
coffee_stall,11,347812
coffee_substitute,16,347813
coffee_table,11,347814
coffee_tree,10,347815
coffee_urn,9,347816
coffeeberry,11,347817
coffeecake,10,240749
coffeehouse,11,29163
coffeepot,9,167740
coffer,6,104542
cofferdam,9,269925
coffey_still,11,347818
coffin,6,19591
coffin_nail,10,347819
cofounder,9,82276
cog,3,25369
cog_railway,10,347820
cogency,7,213211
cogent_evidence,14,347821
cogitation,10,203729
cognac,6,32156
cognate,7,53565
cognate_word,11,347822
cognation,9,347823
cognisance,10,153893
cognition,9,17428
cognitive_content,16,347824
cognitive_factor,15,347825
cognitive_neuroscience,21,347826
cognitive_neuroscientist,23,347827
cognitive_operation,18,347828
cognitive_process,16,347829
cognitive_psychology,19,347830
cognitive_science,16,347831
cognitive_scientist,18,347832
cognitive_semantics,18,347833
cognitive_state,14,347834
cognizance,10,78546
cognomen,8,307636
cognoscente,11,347835
cognovit_judgement,17,347836
cognovit_judgment,16,347837
cogwheel,8,314890
cohabitation,12,55601
cohan,5,96616
coherence,9,19840
coherency,9,83008
cohesion,8,22499
cohesiveness,12,80381
cohn,4,29555
coho,4,38588
coho_salmon,10,347838
cohoe,5,347839
cohort,6,13761
cohosh,6,56866
cohune,6,347840
cohune-nut_oil,13,347841
cohune_fat,9,347842
cohune_nut,9,347843
cohune_oil,9,347844
cohune_palm,10,347845
coif,4,114999
coiffeur,8,347846
coiffeuse,9,347847
coiffure,8,135482
coign,5,347848
coigne,6,347849
coigue,6,347850
coil,4,10074
coil_spring,10,347851
coin,4,6131
coin_bank,8,347852
coin_blank,9,347853
coin_box,7,347854
coin_collecting,14,347855
coin_collection,14,347856
coin_collector,13,347857
coin_machine,11,347858
coin_silver,10,347859
coin_slot,8,347860
coinage,7,48342
coincidence,11,18317
coiner,6,210814
coinsurance,11,51416
coir,4,71003
coition,7,312986
coitus,6,94399
coitus_interruptus,17,347861
coke,4,12559
col,3,7706
cola,4,10737
cola_acuminata,13,347862
cola_extract,11,347863
cola_nut,7,347864
colander,8,73784
colaptes,8,317132
colaptes_auratus,15,347865
colaptes_caper_collaris,21,347866
colaptes_chrysoides,18,347867
colbert,7,29338
colbert_butter,13,347868
colchicaceae,12,347869
colchicine,10,63322
colchicum,9,269022
colchicum_autumnale,18,347870
colchis,7,287567
cold,4,1986
cold-water_flat,14,347871
cold_cash,8,347872
cold_cathode,11,347873
cold_cereal,10,347874
cold_chisel,10,347875
cold_comfort,11,347876
cold_cream,9,347877
cold_cuts,8,347878
cold_duck,8,347879
cold_feet,8,347880
cold_fish,8,347881
cold_frame,9,347882
cold_front,9,347883
cold_fusion,10,347884
cold_gangrene,12,347885
cold_medicine,12,347886
cold_medium,10,347887
cold_rubber,10,347888
cold_shoulder,12,347889
cold_snap,8,347890
cold_sore,8,347891
cold_spell,9,347892
cold_storage,11,347893
cold_stuffed_tomato,17,347894
cold_sweat,9,347895
cold_turkey,10,347896
cold_war,7,347897
cold_water,9,347898
cold_wave,8,347899
cold_weather,11,347900
coldcream,9,347901
coldheartedness,15,347902
coldness,8,66641
cole,4,6083
cole_albert_porter,16,347903
cole_porter,10,347904
coleman_hawkins,14,347905
coleonyx,8,347906
coleoptera,10,46710
coleridge,9,42544
coleslaw,8,78014
colette,7,39690
coleus,6,90777
coleus_amboinicus,16,347907
coleus_aromaticus,16,347908
coleus_blumei,12,347909
colewort,8,347910
colic,5,40649
colic_artery,11,347911
colic_root,9,347912
colic_vein,9,347913
colicroot,9,347914
colima,6,83950
colin_luther_powell,17,347915
colin_powell,11,347916
colinus,7,347917
colinus_virginianus,18,347918
coliphage,9,308525
coliseum,8,21684
colitis,7,28805
collaboration,13,4057
collaborationism,16,347919
collaborationist,16,318411
collaborator,12,36684
collage,7,16442
collage_film,11,347920
collagen,8,17237
collagenase,11,82203
collapse,8,7052
collapsible_shelter,18,347921
collar,6,7597
collar_blight,12,347922
collar_cell,10,347923
collarbone,10,106983
collard,7,63074
collard_greens,13,347924
collards,8,104643
collared_lizard,14,347925
collared_peccary,15,347926
collared_pika,12,347927
collateral,10,11878
collateral_damage,16,347928
collateral_fraud,15,347929
collation,9,43927
colleague,9,9666
collect,7,4363
collect_call,11,347930
collectable,11,19664
collectible,11,9708
collecting,10,6583
collection,10,744
collection_plate,15,347931
collective,10,5313
collective_agreement,19,347932
collective_bargaining,20,347933
collective_farm,14,347934
collective_noun,14,347935
collective_security,18,347936
collectivisation,16,326655
collectivism,12,91546
collectivist,12,106794
collectivization,16,153414
collector,9,5326
collector's_item,15,347937
collector_of_internal_revenue,26,347938
colleen,7,18452
college,7,409
college_boy,10,347939
college_girl,11,347940
college_level,12,347941
college_man,10,347942
college_of_cardinals,18,347943
college_student,14,347944
collegian,9,65241
collegiate_dictionary,20,347945
collembola,10,143834
collembolan,11,347946
collet,6,52255
collet_chuck,11,347947
collider,8,41576
collie,6,23753
collier,7,19240
colliery,8,47111
colligation,11,347948
collimation,11,84797
collimator,10,75243
collins,7,5194
collinsia,9,347949
collinsia_bicolor,16,347950
collinsia_heterophylla,21,347951
collinsia_parviflora,19,347952
collinsia_verna,14,347953
collinsonia,11,347954
collinsonia_canadensis,21,347955
collis_potter_huntington,22,347956
collision,9,11052
collision_course,15,347957
collocalia,10,347958
collocalia_inexpectata,21,347959
collocation,11,46007
collodion,9,124407
colloid,7,51014
colloidal_gel,12,347960
colloidal_solution,17,347961
colloidal_suspension,19,347962
colloquialism,13,231404
colloquium,10,22065
colloquy,8,60684
collotype,9,294386
collotype_printing,17,347963
collusion,9,37063
collyrium,9,347964
collywobbles,12,347965
colo.,5,347966
colobus,7,142158
colobus_guereza,14,347967
colobus_monkey,13,347968
colocasia,9,219829
colocasia_esculenta,18,347969
cologne,7,9972
cologne_water,12,347970
colombia,8,5734
colombian,9,19020
colombian_monetary_unit,21,347971
colombian_peso,13,347972
colombo,7,22495
colon,5,9476
colon_cancer,11,347973
colonel,7,11388
colonel_blimp,12,347974
colonial,8,7506
colonialism,11,30330
colonialist,11,124121
colonic,7,38415
colonic_irrigation,17,347975
colonisation,12,65030
coloniser,9,347976
colonist,8,71292
colonization,12,27588
colonizer,9,184393
colonnade,9,61231
colonoscope,11,326534
colonoscopy,11,49856
colony,6,9598
colophon,8,35992
colophony,9,347977
color,5,696
color-blind_person,17,347978
color_bar,8,347979
color_barrier,12,347980
color_bearer,11,347981
color_blindness,14,347982
color_chart,10,347983
color_circle,11,347984
color_code,9,347985
color_constancy,14,347986
color_force,10,347987
color_guard,10,347988
color_line,9,347989
color_of_law,10,347990
color_property,13,347991
color_scheme,11,347992
color_sergeant,13,347993
color_spectrum,13,347994
color_television,15,347995
color_television_system,21,347996
color_television_tube,19,347997
color_tube,9,347998
color_tv,7,347999
color_tv_tube,11,348000
color_vision,11,348001
color_vision_deficiency,21,348002
color_wash,9,348003
color_wheel,10,348004
coloradan,9,348005
coloradillo,11,348006
colorado,8,1807
colorado_beetle,14,348007
colorado_blue_spruce,18,348008
colorado_desert,14,348009
colorado_fir,11,348010
colorado_four_o'clock,19,348011
colorado_plateau,15,348012
colorado_potato_beetle,20,348013
colorado_river,13,348014
colorado_river_hemp,17,348015
colorado_springs,15,348016
colorado_spruce,14,348017
coloration,10,49766
coloratura,10,181357
coloratura_soprano,17,348018
colorcast,9,348019
colored_audition,15,348020
colored_hearing,14,348021
colorimeter,11,139790
colorimetric_analysis,20,348022
colorimetry,11,152062
coloring,8,12550
coloring_book,12,348023
coloring_material,16,348024
colorist,8,96186
colorlessness,13,348025
colors,6,2836
colossae,8,348026
colosseum,9,30339
colossian,9,348027
colossians,10,24834
colossus,8,30433
colossus_of_rhodes,16,348028
colostomy,9,84373
colostrum,9,47175
colour,6,2742
colour_bar,9,348029
colour_blindness,15,348030
colour_constancy,15,348031
colour_line,10,348032
colour_of_law,11,348033
colour_scheme,12,348034
colour_supplement,16,348035
colour_television,16,348036
colour_television_system,22,348037
colour_television_tube,20,348038
colour_tube,10,348039
colour_tv,8,348040
colour_tv_tube,12,348041
colour_vision_deficiency,22,348042
colour_wash,10,348043
colouration,11,145914
colourcast,10,348044
colouring,9,30040
colouring_material,17,348045
colourlessness,14,348046
colours,7,6858
colpitis,8,348047
colpocele,9,348048
colpocystitis,13,348049
colpocystocele,14,348050
colpoxerosis,12,348051
colt,4,15081
coltan,6,268145
colter,6,85069
coltsfoot,9,168200
coluber,7,348052
coluber_constrictor,18,348053
coluber_constrictor_flaviventris,30,348054
coluber_hippocrepis,18,348055
colubrid,8,348056
colubrid_snake,13,348057
colubridae,10,295453
colubrina,9,348058
colugo,6,348059
columba,7,57641
columba_fasciata,15,348060
columba_livia,12,348061
columba_palumbus,15,348062
columbarium,11,177550
columbary,9,348063
columbia,8,1774
columbia_river,13,348064
columbia_tiger_lily,17,348065
columbia_university,18,348066
columbian_mammoth,16,348067
columbidae,10,290176
columbiform_bird,15,348068
columbiformes,13,348069
columbine,9,31430
columbite,9,348070
columbite-tantalite,19,348071
columbium,9,348072
columbo,7,65660
columbus,8,4199
columbus_day,11,348073
columella,9,200466
column,6,2239
column_chromatography,20,348074
column_inch,10,348075
columnar_cell,12,348076
columnar_epithelial_cell,22,348077
columnea,8,348078
columniation,12,348079
columnist,9,13058
colutea,7,348080
colutea_arborescens,18,348081
colymbiformes,13,348082
colza,5,312972
colza_oil,8,348083
coma,4,19972
coma_berenices,13,348084
comanche,8,31942
comandra,8,348085
comandra_pallida,15,348086
comatoseness,12,348087
comatula,8,348088
comatulid,9,348089
comatulidae,11,348090
comb,4,16013
comb-footed_spider,17,348091
comb-out,8,348092
comb-plate,10,348093
comb_jelly,9,348094
combat,6,4575
combat_area,10,348095
combat_boot,10,348096
combat_casualty,14,348097
combat_ceiling,13,348098
combat_fatigue,13,348099
combat_injury,12,348100
combat_intelligence,18,348101
combat_mission,13,348102
combat_neurosis,14,348103
combat_pay,9,348104
combat_pilot,11,348105
combat_ship,10,348106
combat_zone,10,348107
combatant,9,41043
combativeness,13,330341
comber,6,98338
combination,11,2810
combination_in_restraint_of_trade,29,348108
combination_lock,15,348109
combination_plane,16,348110
combination_salad,16,348111
combine,7,5038
combined_dna_index_system,22,348112
combined_operation,17,348113
combing,7,56137
combining,9,8240
combining_form,13,348114
combining_weight,15,348115
combo,5,5925
combretaceae,12,348116
combretum,9,321146
combretum_appiculatum,20,348117
combretum_bracteosum,19,348118
combretum_erythrophyllum,23,348119
combretum_family,15,348120
combtooth_blenny,15,348121
combustibility,14,329445
combustible,11,31639
combustible_material,19,348122
combustibleness,15,348123
combustion,10,12032
come,4,504
come-on,7,348124
comeback,8,18370
comedian,8,21386
comedienne,10,115918
comedo,6,348125
comedown,8,168581
comedy,6,3313
comedy_ballet,12,348126
comeliness,10,218350
comenius,8,78771
comer,5,36165
comer_vann_woodward,17,348127
comestible,10,326733
comet,5,13545
comeupance,10,348128
comeuppance,11,117682
comfit,6,348129
comfort,7,2835
comfort_food,11,348130
comfort_station,14,348131
comfort_woman,12,348132
comfort_zone,11,348133
comfortableness,15,348134
comforter,9,17181
comforts,8,21214
comfrey,7,75336
comic,5,4214
comic_book,9,348135
comic_opera,10,348136
comic_strip,10,348137
comicality,10,348138
coming,6,1148
coming_attraction,16,348139
coming_back,10,348140
coming_into_court,15,348141
coming_together,14,348142
coming_upon,10,348143
comint,6,140036
comity,6,101301
comity_of_nations,15,348144
comma,5,14656
comma_bacillus,13,348145
comma_butterfly,14,348146
command,7,1362
command_guidance,15,348147
command_key,10,348148
command_language,15,348149
command_line,11,348150
command_line_interface,20,348151
command_module,13,348152
command_overhead,15,348153
command_post,11,348154
command_processing_overhead,25,348155
command_processing_overhead_time,29,348156
command_prompt,13,348157
command_sergeant_major,20,348158
commandant,10,42065
commander,9,6145
commander-in-chief,18,348159
commander_in_chief,16,348160
commandership,13,348161
commandery,10,201638
commanding_officer,17,348162
commandment,11,28211
commando,8,22021
commedia_dell'arte,17,348163
commelina,9,312162
commelinaceae,13,304240
commelinales,12,348164
commelinidae,12,348165
commemoration,13,33409
commemorative,13,21373
commencement,12,11293
commencement_ceremony,20,348166
commencement_day,15,348167
commencement_exercise,20,348168
commendation,12,42957
commensal,9,152405
commensalism,12,348169
commensurateness,16,348170
comment,7,525
commentary,10,4376
commentator,11,24568
commerce,8,1924
commerce_department,18,348171
commerce_secretary,17,348172
commercial,10,885
commercial_activity,18,348173
commercial_agency,16,348174
commercial_art,13,348175
commercial_artist,16,348176
commercial_bank,14,348177
commercial_bribery,17,348178
commercial_credit,16,348179
commercial_credit_company,23,348180
commercial_document,18,348181
commercial_enterprise,20,348182
commercial_finance_company,24,348183
commercial_instrument,20,348184
commercial_law,13,348185
commercial_letter_of_credit,24,348186
commercial_loan,14,348187
commercial_message,17,348188
commercial_paper,15,348189
commercial_traveler,18,348190
commercial_traveller,19,348191
commercial_treaty,16,348192
commercialisation,17,38095
commercialism,13,70326
commercialization,17,24416
commie,6,61895
commination,11,348193
comminuted_fracture,18,348194
commiphora,10,213811
commiphora_meccanensis,21,348195
commiphora_myrrha,16,348196
commiseration,13,217609
commissaire_maigret,18,348197
commissar,9,88436
commissariat,12,115416
commissary,10,52951
commission,10,1028
commission_on_human_rights,23,348198
commission_on_narcotic_drugs,25,348199
commission_on_the_status_of_women,28,348200
commission_plan,14,348201
commissionaire,14,348202
commissioned_military_officer,27,348203
commissioned_naval_officer,24,348204
commissioned_officer,19,348205
commissioner,12,4177
commissioning,13,18297
commissure,10,205533
commitment,10,3318
committal,9,73937
committal_service,16,348206
committal_to_memory,17,348207
committal_to_writing,18,348208
committedness,13,348209
committee,9,643
committee_for_state_security,25,348210
committee_meeting,16,348211
committee_member,15,348212
committeeman,12,123550
committeewoman,14,348213
commixture,10,348214
commode,7,64254
commodiousness,14,348215
commodities_exchange,19,348216
commodities_market,17,348217
commodity,9,8270
commodity_brokerage,18,348218
commodity_exchange,17,348219
commodore,9,15819
commodore_john_barry_bridge,24,348220
commodore_perry,14,348221
commodore_vanderbilt,19,348222
common,6,736
common-law_marriage,18,348223
common_ageratum,14,348224
common_alder,11,348225
common_allamanda,15,348226
common_american_shad,18,348227
common_amsinckia,15,348228
common_apricot,13,348229
common_arrowhead,15,348230
common_ax,8,348231
common_axe,9,348232
common_bamboo,12,348233
common_barberry,14,348234
common_barley,12,348235
common_basil,11,348236
common_bean,10,348237
common_bean_plant,15,348238
common_bearberry,15,348239
common_beech,11,348240
common_beet,10,348241
common_bile_duct,14,348242
common_birch,11,348243
common_bird_cherry,16,348244
common_blackfish,15,348245
common_bog_rosemary,17,348246
common_booklouse,15,348247
common_box,9,348248
common_brant_goose,16,348249
common_broom,11,348250
common_burdock,13,348251
common_buttercup,15,348252
common_calamint,14,348253
common_camas,11,348254
common_canary,12,348255
common_caper,11,348256
common_cardinal_vein,18,348257
common_carline_thistle,20,348258
common_carotid,13,348259
common_carotid_artery,19,348260
common_carrier,13,348261
common_chickweed,15,348262
common_chord,11,348263
common_cockscomb,15,348264
common_cold,10,348265
common_comfrey,13,348266
common_coral_tree,15,348267
common_corn_salad,15,348268
common_cotton_grass,17,348269
common_daisy,11,348270
common_dandelion,15,348271
common_denominator,17,348272
common_devil's_claw,17,348273
common_divisor,13,348274
common_dogbane,13,348275
common_dolphin,13,348276
common_duckweed,14,348277
common_eel,9,348278
common_eland,11,348279
common_elder,11,348280
common_era,9,348281
common_european_ash,17,348282
common_european_dogwood,21,348283
common_european_earwig,20,348284
common_european_jay,17,348285
common_evening_primrose,21,348286
common_facial_vein,16,348287
common_factor,12,348288
common_fate,10,348289
common_fault,11,348290
common_fennel,12,348291
common_fig,9,348292
common_fig_tree,13,348293
common_flat_pea,13,348294
common_four-o'clock,18,348295
common_foxglove,14,348296
common_fraction,14,348297
common_front,11,348298
common_garden_cress,17,348299
common_garter_snake,17,348300
common_ginger,12,348301
common_good,10,348302
common_grape_hyacinth,19,348303
common_grape_vine,15,348304
common_ground,12,348305
common_gum_cistus,15,348306
common_heath,11,348307
common_hop,9,348308
common_hops,10,348309
common_horehound,15,348310
common_horsetail,15,348311
common_hyacinth,14,348312
common_iguana,12,348313
common_iliac_artery,17,348314
common_iliac_vein,15,348315
common_ivy,9,348316
common_jasmine,13,348317
common_juniper,13,348318
common_kingsnake,15,348319
common_knowledge,15,348320
common_laburnum,14,348321
common_lady's-slipper,20,348322
common_land,10,348323
common_law,9,348324
common_lettuce,13,348325
common_lilac,11,348326
common_limpet,12,348327
common_logarithm,15,348328
common_louse,11,348329
common_lynx,10,348330
common_mackerel,14,348331
common_madia,11,348332
common_maidenhair,16,348333
common_mallow,12,348334
common_man,9,348335
common_marigold,14,348336
common_market,12,348337
common_matrimony_vine,19,348338
common_measure,13,348339
common_meter,11,348340
common_milkwort,14,348341
common_mood,10,348342
common_moonseed,14,348343
common_moonwort,14,348344
common_morel,11,348345
common_morning_glory,18,348346
common_mosquito,14,348347
common_mugwort,13,348348
common_mullein,13,348349
common_multiple,14,348350
common_murre,11,348351
common_myrtle,12,348352
common_nardoo,12,348353
common_newt,10,348354
common_nightshade,16,348355
common_noun,10,348356
common_nuisance,14,348357
common_nutcracker,16,348358
common_oak,9,348359
common_opossum,13,348360
common_osier,11,348361
common_pea,9,348362
common_people,12,348363
common_pepper,12,348364
common_person,12,348365
common_pitcher_plant,18,348366
common_plantain,14,348367
common_plum,10,348368
common_polypody,14,348369
common_pond-skater,17,348370
common_privet,12,348371
common_purslane,14,348372
common_raccoon,13,348373
common_racoon,12,348374
common_ragweed,13,348375
common_reed,10,348376
common_room,10,348377
common_rorqual,13,348378
common_rose_mallow,16,348379
common_roundworm,15,348380
common_rush,10,348381
common_sage,10,348382
common_salt,10,348383
common_scold,11,348384
common_scoter,12,348385
common_scurvy_grass,17,348386
common_seal,10,348387
common_sense,11,348388
common_shares,12,348389
common_shiner,12,348390
common_shrew,11,348391
common_sickle_pine,16,348392
common_snapping_turtle,20,348393
common_snowberry,15,348394
common_soldier,13,348395
common_sorrel,12,348396
common_speedwell,15,348397
common_spindle_tree,17,348398
common_spoonbill,15,348399
common_spotted_orchid,19,348400
common_st_john's_wort,18,348401
common_staghorn_fern,18,348402
common_starling,14,348403
common_stinkhorn,15,348404
common_stock,11,348405
common_stock_equivalent,21,348406
common_sunflower,15,348407
common_tarweed,13,348408
common_teasel,12,348409
common_thorn_apple,16,348410
common_thyme,11,348411
common_time,10,348412
common_tobacco,13,348413
common_topaz,11,348414
common_touch,11,348415
common_unicorn_plant,18,348416
common_valerian,14,348417
common_vetchling,15,348418
common_viper,11,348419
common_wallaby,13,348420
common_wart,10,348421
common_wasp,10,348422
common_water_snake,16,348423
common_watercress,16,348424
common_wheat,11,348425
common_white_dogwood,18,348426
common_winterberry_holly,22,348427
common_wolffia,13,348428
common_wood_sorrel,16,348429
common_wormwood,14,348430
common_year,10,348431
common_yellowthroat,18,348432
common_yellowwood,16,348433
common_zebra,11,348434
commonage,9,348435
commonality,11,49026
commonalty,10,321719
commoner,8,70408
commonness,10,254544
commonplace,11,27935
commonplace_book,15,348436
commonplaceness,15,348437
commons,7,4477
commonweal,10,100120
commonwealth,12,5651
commonwealth_country,19,348438
commonwealth_day,15,348439
commonwealth_of_australia,23,348440
commonwealth_of_dominica,22,348441
commonwealth_of_independent_states,31,348442
commonwealth_of_nations,21,348443
commonwealth_of_puerto_rico,24,348444
commonwealth_of_the_bahamas,24,348445
commotion,9,35039
communalism,11,120306
commune,7,27125
communicable_disease,19,348446
communicant,11,157271
communicating,13,11363
communicating_artery,19,348447
communication,13,1257
communication_channel,20,348448
communication_equipment,22,348449
communication_system,19,348450
communication_theory,19,348451
communication_trench,19,348452
communications,14,1239
communications_intelligence,26,348453
communications_protocol,22,348454
communications_satellite,23,348455
communications_security_establishment,35,348456
communications_technology,24,348457
communicativeness,17,348458
communicator,12,16916
communion,9,14273
communion_table,14,348459
communique,10,42338
communisation,13,348460
communism,9,16803
communism_peak,13,348461
communist,9,9707
communist_china,14,348462
communist_economy,16,348463
communist_manifesto,18,348464
communist_party,14,348465
communist_party_of_kampuchea,25,348466
community,9,250
community_center,15,348467
community_chest,14,348468
community_college,16,348469
community_of_interests,20,348470
community_of_scholars,19,348471
community_property,17,348472
community_service,16,348473
communization,13,348474
commutability,13,348475
commutation,11,58039
commutation_ticket,17,348476
commutative_group,16,348477
commutator,10,88680
commute,7,18959
commuter,8,18898
commuter_traffic,15,348478
commuter_train,13,348479
commuting,9,23091
comoro_islands,13,348480
comoros,7,11690
comp,4,6319
compact,7,3048
compact-disk_burner,18,348481
compact_car,10,348482
compact_disc,11,348483
compact_disc_read-only_memory,26,348484
compact_disc_recordable,21,348485
compact_disc_write-once,21,348486
compact_disk,11,348487
compaction,10,33811
compactness,11,59430
companion,9,6838
companionability,16,348488
companionableness,17,348489
companionship,13,34551
companionway,12,245392
company,7,178
company_man,10,348490
company_name,11,348491
company_operator,15,348492
company_union,12,348493
comparability,13,36467
comparative,11,6096
comparative_anatomist,20,348494
comparative_anatomy,18,348495
comparative_degree,17,348496
comparative_literature,21,348497
comparative_negligence,21,348498
comparative_psychology,21,348499
compare,7,406
comparing,9,7394
comparison,10,2255
compartment,11,13176
compartment_pressure,19,348500
compartmentalisation,20,329169
compartmentalization,20,120386
compass,7,10647
compass_card,11,348501
compass_flower,13,348502
compass_north,12,348503
compass_plane,12,348504
compass_plant,12,348505
compass_point,12,348506
compass_saw,10,348507
compassion,10,12537
compassionate_leave,18,348508
compassionateness,17,348509
compatibility,13,5571
compatible_software,18,348510
compatriot,10,94681
compeer,7,260746
compendium,10,21518
compensating_balance,19,348511
compensation,12,3099
compensatory_damages,19,348512
compensatory_spending,20,348513
compensatory_time,16,348514
compere,7,107920
competence,10,10206
competence_hearing,17,348515
competency,10,13549
competition,11,2078
competitiveness,15,13431
competitor,10,12862
compilation,11,5447
compiler,8,6879
compiling,9,11334
compiling_program,16,348516
complacence,11,348517
complacency,11,42263
complainant,11,13312
complainer,10,177726
complaint,9,4888
complaisance,12,274543
complement,10,8585
complement_fixation,18,348518
complement_fixation_test,22,348519
complementarity,15,47192
complementary,13,10071
complementary_angles,19,348520
complementary_color,18,348521
complementary_distribution,25,348522
complementary_dna,16,348523
complementary_medicine,21,348524
complementation,15,65754
complete_blood_count,18,348525
complete_fracture,16,348526
completeness,12,13586
completion,10,3841
complex,7,1758
complex_absence,14,348527
complex_body_part,15,348528
complex_conjugate,16,348529
complex_fraction,15,348530
complex_instruction_set_computer,29,348531
complex_instruction_set_computing,30,348532
complex_number,13,348533
complex_plane,12,348534
complex_quantity,15,348535
complex_sentence,15,348536
complexifier,12,348537
complexion,10,29786
complexity,10,5977
complexness,11,348538
compliance,10,2165
compliancy,10,106777
complicatedness,15,348539
complication,12,25481
complicity,10,43036
compliment,10,17021
compliments,11,19035
complin,7,348540
compline,8,207026
component,9,2040
component_part,13,348541
comportment,11,235157
composer,8,6790
composing,9,23731
compositae,10,134598
composite,9,6414
composite_material,17,348542
composite_number,15,348543
composite_order,14,348544
composite_plant,14,348545
composite_school,15,348546
compositeness,13,348547
composition,11,4365
composition_board,16,348548
compositor,10,79032
compositor's_case,16,348549
compost,7,18905
compost_heap,11,348550
compost_pile,11,348551
composure,9,46334
compote,7,72103
compound,8,6470
compound_eye,11,348552
compound_fraction,16,348553
compound_fracture,16,348554
compound_interest,16,348555
compound_leaf,12,348556
compound_lens,12,348557
compound_lever,13,348558
compound_microscope,18,348559
compound_morphology,18,348560
compound_number,14,348561
compound_pendulum,16,348562
compound_pistil,14,348563
compound_protein,15,348564
compound_sentence,16,348565
compounding,11,30667
comprehensibility,17,168862
comprehension,13,14182
comprehensive,13,2154
comprehensive_examination,24,348566
comprehensive_school,19,348567
comprehensiveness,17,70507
compress,8,19529
compressed_air,13,348568
compressed_gas,13,348569
compressibility,15,88783
compressing,11,40572
compression,11,5864
compression_bandage,18,348570
compression_fracture,19,348571
compressor,10,13156
compromise,10,9484
compromise_verdict,17,348572
compromiser,11,348573
compsognathus,13,348574
compton,7,19154
comptonia,9,348575
comptonia_asplenifolia,21,348576
comptonia_peregrina,18,348577
comptroller,11,18007
comptroller_general,18,348578
comptroller_of_the_currency,24,348579
comptrollership,15,155449
compulsion,10,37799
compulsive,10,21957
compulsiveness,14,348580
compulsivity,12,348581
compulsory_process,17,348582
compunction,11,127151
computation,11,9259
computational_linguist,21,348583
computational_linguistics,24,348584
computed_axial_tomography,23,348585
computed_tomography,18,348586
computer,8,312
computer-aided_design,20,348587
computer-oriented_language,25,348588
computer_accessory,17,348589
computer_address,15,348590
computer_architecture,20,348591
computer_backup,14,348592
computer_business,16,348593
computer_circuit,15,348594
computer_code,12,348595
computer_database,16,348596
computer_dealer,14,348597
computer_display,15,348598
computer_error,13,348599
computer_expert,14,348600
computer_file,12,348601
computer_file_name,16,348602
computer_filename,16,348603
computer_game,12,348604
computer_graphic,15,348605
computer_graphics,16,348606
computer_guru,12,348607
computer_hardware,16,348608
computer_industry,16,348609
computer_keyboard,16,348610
computer_language,16,348611
computer_memory,14,348612
computer_memory_unit,18,348613
computer_menu,12,348614
computer_monitor,15,348615
computer_mouse,13,348616
computer_network,15,348617
computer_operation,17,348618
computer_paper,13,348619
computer_peripheral,18,348620
computer_program,15,348621
computer_programing,18,348622
computer_programme,17,348623
computer_programmer,18,348624
computer_programming,19,348625
computer_science,15,348626
computer_scientist,17,348627
computer_screen,14,348628
computer_simulation,18,348629
computer_software,16,348630
computer_storage,15,348631
computer_store,13,348632
computer_system,14,348633
computer_technology,18,348634
computer_user,12,348635
computer_virus,13,348636
computerization,15,72961
computerized_axial_tomography,27,348637
computerized_axial_tomography_scanner,34,348638
computerized_tomography,22,348639
computing,9,2220
computing_device,15,348640
computing_machine,16,348641
computing_system,15,348642
comrade,7,32889
comradeliness,13,348643
comradery,9,297245
comradeship,11,130920
comstock,8,17168
comstock's_mealybug,18,348644
comstock_mealybug,16,348645
comstockery,11,348646
comte,5,44102
comte_de_mirabeau,15,348647
comte_de_rochambeau,17,348648
comte_de_saxe,11,348649
comte_donatien_alphonse_francois_de_sade,35,348650
comtesse_du_barry,15,348651
comtism,7,348652
con,3,2529
con_artist,9,348653
con_game,7,348654
con_man,6,348655
conacaste,9,348656
conakry,7,86574
conan_doyle,10,348657
concatenation,13,40999
concave_lens,11,348658
concave_polygon,14,348659
concave_polyhedron,17,348660
concave_shape,12,348661
concaveness,11,348662
concavity,9,103495
concealing,10,44024
concealment,11,39704
conceding,9,64450
conceit,7,54936
conceitedness,13,348663
conceivability,14,348664
conceivableness,15,348665
conceiver,9,348666
concentrate,11,9196
concentrated_fire,16,348667
concentration,13,4321
concentration_camp,17,348668
concentration_gradient,21,348669
concentricity,13,225150
concepcion,10,64707
concept,7,2511
concept_album,12,348670
conception,10,12211
conceptual_semantics,19,348671
conceptualisation,17,109878
conceptualism,13,257528
conceptuality,13,348672
conceptualization,17,55994
conceptus,9,194152
concern,7,3115
concert,7,3307
concert-goer,12,348673
concert_band,11,348674
concert_dance,12,348675
concert_grand,12,348676
concert_hall,11,348677
concert_piano,12,348678
concert_pitch,12,348679
concerted_music,14,348680
concertina,10,68016
concertinist,12,348681
concerto,8,15029
concerto_grosso,14,348682
concession,10,16569
concessionaire,14,90101
concessioner,12,193761
conch,5,46306
concha,6,72643
conchfish,9,348683
conchologist,12,348684
conchology,10,143626
concierge,9,17895
conciliation,12,33366
conciliator,11,137060
conciseness,11,141473
concision,9,264602
conclave,8,59035
conclusion,10,4037
conclusion_of_law,15,348685
conclusiveness,14,348686
concoction,10,61883
concomitance,12,348687
concomitant,11,32604
concord,7,9453
concord_grape,12,348688
concordance,11,19960
concordat,9,110384
concourse,9,36341
concrete,8,3834
